AGE;MODEL;DEALERSHIP;CUSTOMER_TYPE;USER_CUSTOMISED;COUNTRY;GEO_TYPE;FAULT_TYPE;OBJECT_COUNT;EVENT_COUNT;EVENT_RATE;AGGREGATION_LEVEL;SUBSET_TYPE;SIGNIFICANCE
Out of Warranty;*;Franchise;Other;*;Austria;Suburban;Gearbox;336759;611;1,814353885;2;singleton;0
*;*;Branch;Private;N;Belgium;Urban;Turbo Charger;178039;611;3,431832351;2;singleton;0
*;Opal;*;Private;N;Portugal;Suburban;Turbo Charger;321994;610;1,894445238;2;minimal;0
Out of Warranty;*;Branch;Private;Unknown;Germany;*;Turbo Charger;178810;606;3,3890722;2;maximal;0
*;Lamura;Branch;Private;N;Austria;*;Turbo Charger;355188;606;1,706138721;2;minimal;0
Out of Warranty;Opal;*;Private;*;Spain;Very Rural;Turbo Charger;184232;606;3,289330844;2;maximal;0
Out of Warranty;Opal;*;*;N;Switzerland;Suburban;Turbo Charger;319175;600;1,879846479;2;minimal;0
Out of Warranty;*;*;Private;N;Holland;Very Rural;Turbo Charger;230473;600;2,603341823;2;singleton;0
Out of Warranty;*;Re-Import;Private;N;Spain;*;Turbo Charger;275584;599;2,173565954;2;singleton;0
*;Opal;*;Private;N;Switzerland;Suburban;Turbo Charger;262628;599;2,280792604;2;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;*;Rural;Gearbox;259314;598;2,306084515;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;*;Rural;Gearbox;259314;598;2,306084515;2;redundant;0
Out of Warranty;*;Franchise;Other;N;*;Rural;Gearbox;259314;598;2,306084515;2;redundant;0
Out of Warranty;*;Branch;*;N;Belgium;Urban;Turbo Charger;223853;596;2,662461526;2;singleton;0
Out of Warranty;Lamura;*;*;N;Holland;Suburban;Turbo Charger;343898;595;1,730164177;2;minimal;0
*;Ultima;Branch;Private;*;Belgium;Suburban;Turbo Charger;197635;595;3,010600349;2;singleton;0
Out of Warranty;Lamura;Branch;Private;*;Switzerland;*;Turbo Charger;312149;594;1,902937379;2;maximal;0
Out of Warranty;*;Re-Import;Private;N;Portugal;*;Turbo Charger;351656;594;1,689150761;2;singleton;0
Out of Warranty;Opal;*;Private;*;Holland;Suburban;Turbo Charger;255662;591;2,311645845;2;maximal;0
*;Ultima;Branch;Private;*;Germany;Urban;Turbo Charger;155287;591;3,805856253;2;singleton;0
Out of Warranty;Eleganz;Franchise;*;*;Holland;Suburban;Gearbox;252641;587;2,323455021;2;maximal;0
Out of Warranty;*;Franchise;*;N;Holland;Suburban;Gearbox;284681;587;2,061957068;2;maximal;0
Out of Warranty;Eleganz;Franchise;*;*;Belgium;Suburban;Gearbox;250792;586;2,336597659;2;maximal;0
Out of Warranty;*;Franchise;*;N;Belgium;Suburban;Gearbox;279977;586;2,09302907;2;maximal;0
In Warranty;Eleganz;Franchise;Other;*;*;Urban;Gearbox;38024;583;15,33242163;2;redundant;0
In Warranty;Eleganz;Franchise;*;N;*;Urban;Gearbox;38024;583;15,33242163;2;redundant;0
In Warranty;*;Franchise;Other;N;*;Urban;Gearbox;38024;583;15,33242163;2;redundant;0
Out of Warranty;Eleganz;*;Other;*;United Kingdom;Suburban;Gearbox;319339;583;1,8256461;2;redundant;0
Out of Warranty;Eleganz;*;*;N;United Kingdom;Suburban;Gearbox;319339;583;1,8256461;2;redundant;0
Out of Warranty;*;*;Other;N;United Kingdom;Suburban;Gearbox;320213;583;1,820663121;2;maximal;0
Out of Warranty;Opal;*;Private;*;Spain;Suburban;Turbo Charger;263109;582;2,212010992;2;maximal;0
Out of Warranty;Lamura;Branch;Private;*;Portugal;*;Turbo Charger;356087;580;1,62881543;2;maximal;0
Out of Warranty;Lamura;*;Private;N;Germany;*;Turbo Charger;266229;578;2,171063258;2;minimal;0
Out of Warranty;*;Dodgy Dealer;Other;*;France;Suburban;Gearbox;283481;578;2,038937354;2;minimal;0
Out of Warranty;Eleganz;Franchise;*;*;Austria;Suburban;Gearbox;312877;575;1,837782899;2;maximal;0
*;Ultima;*;Private;Unknown;Belgium;Suburban;Turbo Charger;197638;573;2,899240025;2;minimal;0
Out of Warranty;Lamura;Branch;*;N;*;Very Rural;Turbo Charger;283966;572;2,014325659;2;minimal;0
*;Opal;*;Private;N;Belgium;Urban;Turbo Charger;159520;572;3,585757272;2;minimal;0
*;Ultima;*;Private;Unknown;Germany;Urban;Turbo Charger;158577;572;3,607080472;2;minimal;0
Out of Warranty;*;Re-Import;Private;N;Austria;*;Turbo Charger;327146;571;1,745398079;2;singleton;0
In Warranty;Ultima;Branch;Private;Unknown;*;*;Turbo Charger;95371;568;5,955688836;2;minimal;0
*;Ultima;Branch;*;Unknown;Belgium;Suburban;Turbo Charger;191510;565;2,950237586;2;minimal;0
Out of Warranty;*;*;Private;N;Switzerland;Very Rural;Turbo Charger;205859;562;2,730023948;2;singleton;0
*;Eleganz;Franchise;Other;*;Belgium;Urban;Gearbox;141412;562;3,974203038;2;redundant;0
*;Eleganz;Franchise;*;N;Belgium;Urban;Gearbox;141412;562;3,974203038;2;redundant;0
*;*;Franchise;Other;N;Belgium;Urban;Gearbox;141412;562;3,974203038;2;redundant;0
Out of Warranty;*;Re-Import;Private;N;*;Very Rural;Turbo Charger;239170;561;2,345611908;2;singleton;0
Out of Warranty;*;Branch;Private;*;Spain;Village;Turbo Charger;211580;560;2,646753001;2;singleton;0
Out of Warranty;*;Franchise;Other;*;Switzerland;Suburban;Gearbox;283276;560;1,976870614;2;minimal;0
In Warranty;Eleganz;Dodgy Dealer;Other;*;*;Suburban;Gearbox;41935;559;13,33015381;2;redundant;0
In Warranty;Eleganz;Dodgy Dealer;*;N;*;Suburban;Gearbox;41935;559;13,33015381;2;redundant;0
In Warranty;*;Dodgy Dealer;Other;N;*;Suburban;Gearbox;41935;559;13,33015381;2;redundant;0
Out of Warranty;Ultima;*;Private;*;Germany;Urban;Turbo Charger;159985;558;3,487826984;2;singleton;0
*;Lamura;Branch;Private;N;*;Rural;Turbo Charger;256692;557;2,169915697;2;minimal;0
Out of Warranty;Lamura;Branch;*;N;Germany;*;Turbo Charger;338100;556;1,644483881;2;minimal;0
Out of Warranty;Opal;Re-Import;*;N;Spain;*;Turbo Charger;241860;556;2,298850575;2;minimal;0
Out of Warranty;Opal;Re-Import;Private;*;*;Urban;Turbo Charger;240806;554;2,300607128;2;maximal;0
Out of Warranty;*;Franchise;Other;*;Spain;Suburban;Gearbox;243145;550;2,262024718;2;minimal;0
Out of Warranty;Opal;*;Private;*;Austria;Suburban;Turbo Charger;297493;549;1,845421573;2;maximal;0
*;Eleganz;Dodgy Dealer;Other;N;United Kingdom;*;Gearbox;274364;548;1,997346591;2;minimal;0
*;Ultima;Branch;*;Unknown;Germany;Urban;Turbo Charger;154288;548;3,551799233;2;minimal;0
*;Eleganz;Dodgy Dealer;Other;*;Portugal;Suburban;Gearbox;256292;546;2,130382532;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;Portugal;Suburban;Gearbox;256292;546;2,130382532;2;redundant;0
*;*;Dodgy Dealer;Other;N;Portugal;Suburban;Gearbox;256292;546;2,130382532;2;redundant;0
Out of Warranty;Ultima;*;Private;*;Belgium;Suburban;Turbo Charger;202489;545;2,69150423;2;singleton;0
*;Eleganz;Dodgy Dealer;Other;*;Austria;Suburban;Gearbox;226211;545;2,409255076;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;Austria;Suburban;Gearbox;226211;545;2,409255076;2;redundant;0
*;Opal;*;Private;N;Holland;Very Rural;Turbo Charger;187486;545;2,906883714;2;minimal;0
*;*;Dodgy Dealer;Other;N;Austria;Suburban;Gearbox;226211;545;2,409255076;2;redundant;0
Out of Warranty;Ultima;*;*;Unknown;Belgium;Suburban;Turbo Charger;200006;543;2,714918552;2;minimal;0
Out of Warranty;Ultima;*;*;Unknown;Germany;Urban;Turbo Charger;160849;543;3,375836965;2;minimal;0
Out of Warranty;*;Re-Import;Private;N;Holland;*;Turbo Charger;260945;542;2,077066048;2;singleton;0
Out of Warranty;Opal;Re-Import;*;N;*;Very Rural;Turbo Charger;204568;540;2,639709045;2;minimal;0
*;*;Branch;Private;Unknown;Belgium;Suburban;Turbo Charger;184173;540;2,932025867;2;maximal;0
*;Opal;Branch;*;N;Spain;Very Rural;Turbo Charger;156762;539;3,43833327;2;minimal;0
Out of Warranty;Ultima;Branch;*;*;Belgium;Suburban;Turbo Charger;194626;536;2,753999979;2;singleton;0
Out of Warranty;Opal;*;*;N;Holland;Very Rural;Turbo Charger;197293;531;2,691428485;2;minimal;0
Out of Warranty;*;*;Private;N;Spain;Village;Turbo Charger;214480;531;2,475755315;2;singleton;0
Out of Warranty;Opal;*;*;N;Belgium;Urban;Turbo Charger;185684;530;2,854311626;2;minimal;0
*;*;Branch;Private;Unknown;Germany;Urban;Turbo Charger;145870;530;3,633372181;2;maximal;0
Out of Warranty;Opal;*;Private;*;Portugal;Suburban;Turbo Charger;313014;529;1,690020255;2;maximal;0
Out of Warranty;Ultima;Branch;*;*;Germany;Urban;Turbo Charger;153590;528;3,43772381;2;singleton;0
Out of Warranty;*;Dodgy Dealer;Other;*;Portugal;Suburban;Gearbox;272577;528;1,937067324;2;minimal;0
*;Lamura;*;Private;N;Belgium;Suburban;Turbo Charger;230191;528;2,293747366;2;minimal;0
Out of Warranty;Lamura;Branch;Private;*;*;Rural;Turbo Charger;254069;527;2,074239675;2;maximal;0
In Warranty;*;Branch;Private;N;*;Suburban;Turbo Charger;43421;527;12,13698441;2;singleton;0
*;Opal;Re-Import;Private;N;Belgium;*;Turbo Charger;167651;526;3,137470102;2;minimal;0
Out of Warranty;*;*;Private;Unknown;Germany;Urban;Turbo Charger;150212;525;3,495060315;2;maximal;0
*;Ultima;Branch;Private;*;Holland;Suburban;Turbo Charger;195075;525;2,691272587;2;singleton;0
*;Opal;Re-Import;Private;N;Spain;*;Turbo Charger;193024;524;2,714688329;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;*;*;France;Suburban;Gearbox;259952;524;2,015756755;2;maximal;0
Out of Warranty;*;Dodgy Dealer;*;N;France;Suburban;Gearbox;264216;524;1,983225846;2;maximal;0
*;Opal;Branch;*;N;Belgium;Suburban;Turbo Charger;222060;523;2,35521931;2;minimal;0
*;Eleganz;Dodgy Dealer;Other;*;Belgium;Suburban;Gearbox;194685;522;2,681254334;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;Belgium;Suburban;Gearbox;194685;522;2,681254334;2;redundant;0
*;*;Dodgy Dealer;Other;N;Belgium;Suburban;Gearbox;194685;522;2,681254334;2;redundant;0
Out of Warranty;*;Re-Import;Private;N;France;*;Turbo Charger;262611;521;1,983922989;2;singleton;0
*;Lamura;Branch;Private;N;*;Very Rural;Turbo Charger;229588;521;2,269282367;2;minimal;0
Out of Warranty;Eleganz;Franchise;*;*;Switzerland;Suburban;Gearbox;258654;520;2,010407726;2;maximal;0
Out of Warranty;*;Franchise;*;N;Switzerland;Suburban;Gearbox;292537;520;1,777552925;2;maximal;0
*;Ultima;*;Private;Unknown;Holland;Suburban;Turbo Charger;197084;519;2,633394898;2;minimal;0
Out of Warranty;Opal;Re-Import;*;N;Belgium;*;Turbo Charger;209482;517;2,467992477;2;minimal;0
Out of Warranty;*;*;Private;Unknown;Belgium;Suburban;Turbo Charger;189788;517;2,724092145;2;maximal;0
Out of Warranty;*;Re-Import;Private;N;Switzerland;*;Turbo Charger;290700;516;1,7750258;2;singleton;0
Out of Warranty;Lamura;Re-Import;*;N;*;Urban;Turbo Charger;293567;515;1,754284371;2;minimal;0
*;Opal;Re-Import;Private;N;*;Village;Turbo Charger;230041;515;2,238731357;2;minimal;0
Out of Warranty;Opal;*;Private;*;Switzerland;Suburban;Turbo Charger;255535;515;2,015379498;2;maximal;0
Out of Warranty;Eleganz;Franchise;*;*;Spain;Suburban;Gearbox;218274;514;2,354838414;2;maximal;0
Out of Warranty;*;Franchise;*;N;Spain;Suburban;Gearbox;247278;514;2,078632147;2;maximal;0
Out of Warranty;*;Re-Import;*;N;Germany;Urban;Turbo Charger;241343;512;2,121461986;2;singleton;0
Out of Warranty;*;Branch;*;Unknown;Belgium;Suburban;Turbo Charger;184121;511;2,77534882;2;maximal;0
Out of Warranty;*;*;Private;N;United Kingdom;Super Rural;Turbo Charger;170987;508;2,970986098;2;minimal;0
Out of Warranty;*;Dodgy Dealer;Other;*;Austria;Suburban;Gearbox;240921;507;2,104424272;2;minimal;0
Out of Warranty;*;Branch;*;Unknown;Germany;Urban;Turbo Charger;146356;504;3,44365793;2;maximal;0
Out of Warranty;Hopper;*;Other;Unknown;*;Suburban;Gearbox;257760;503;1,951427685;2;minimal;0
Out of Warranty;*;Dodgy Dealer;Other;*;Belgium;Suburban;Gearbox;211546;502;2,373006344;2;minimal;0
*;Opal;Branch;Private;*;Spain;Very Rural;Turbo Charger;144046;501;3,478055621;2;maximal;0
*;Lamura;*;Private;N;Germany;Urban;Turbo Charger;195177;501;2,566900813;2;minimal;0
Out of Warranty;Opal;Re-Import;*;N;*;Village;Turbo Charger;284280;500;1,758829323;2;minimal;0
Out of Warranty;*;Franchise;Private;N;*;Suburban;Turbo Charger;271319;498;1,835477796;2;singleton;0
*;Eleganz;*;Other;N;Switzerland;Village;Gearbox;193025;498;2,579976687;2;minimal;0
*;Ultima;Branch;*;Unknown;Holland;Suburban;Turbo Charger;191739;497;2,592065255;2;minimal;0
*;*;Branch;Private;N;Holland;Very Rural;Turbo Charger;182688;497;2,720485199;2;singleton;0
*;Ultima;Branch;Private;Unknown;Switzerland;*;Turbo Charger;235701;496;2,104361034;2;minimal;0
Out of Warranty;Ultima;*;Private;*;Holland;Suburban;Turbo Charger;199205;495;2,484877388;2;singleton;0
Out of Warranty;Opal;Branch;*;*;Spain;Very Rural;Turbo Charger;151513;494;3,260446298;2;maximal;0
Out of Warranty;Opal;*;Private;*;Holland;Very Rural;Turbo Charger;181445;494;2,722588112;2;maximal;0
Out of Warranty;*;Branch;*;N;Holland;Very Rural;Turbo Charger;197180;494;2,505325084;2;singleton;0
Out of Warranty;Lamura;*;Private;*;Belgium;Suburban;Turbo Charger;227465;490;2,154177566;2;maximal;0
Out of Warranty;Lamura;Branch;Private;*;*;Very Rural;Turbo Charger;226685;489;2,157178464;2;maximal;0
*;Opal;*;Private;N;Switzerland;Very Rural;Turbo Charger;165887;489;2,94778976;2;minimal;0
*;Opal;Re-Import;Private;N;*;Very Rural;Turbo Charger;180213;488;2,707906755;2;minimal;0
Out of Warranty;Ultima;*;*;Unknown;Holland;Suburban;Turbo Charger;198243;488;2,461625379;2;minimal;0
*;Lamura;Branch;Private;N;France;*;Turbo Charger;283497;485;1,710776481;2;minimal;0
*;Opal;Branch;*;N;France;Suburban;Turbo Charger;229984;485;2,108842354;2;minimal;0
Out of Warranty;*;Branch;Private;*;Holland;Very Rural;Turbo Charger;184793;483;2,613735369;2;singleton;0
*;Eleganz;Dodgy Dealer;Other;*;Holland;Suburban;Gearbox;181576;483;2,660043178;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;Holland;Suburban;Gearbox;181576;483;2,660043178;2;redundant;0
*;*;Dodgy Dealer;Other;N;Holland;Suburban;Gearbox;181576;483;2,660043178;2;redundant;0
In Warranty;Eleganz;*;Other;N;*;Suburban;Spark Plugs;131176;482;3,674452644;2;minimal;0
Out of Warranty;Opal;*;*;N;Switzerland;Very Rural;Turbo Charger;176528;482;2,730445029;2;minimal;0
*;Lamura;*;Private;N;Holland;Suburban;Turbo Charger;229384;482;2,10127995;2;minimal;0
*;Opal;Branch;*;N;Spain;Suburban;Turbo Charger;208826;481;2,303353031;2;minimal;0
*;Opal;Branch;*;N;Holland;Suburban;Turbo Charger;202305;481;2,377598181;2;minimal;0
*;*;Branch;Private;Unknown;Holland;Suburban;Turbo Charger;183643;481;2,619212276;2;maximal;0
*;Eleganz;*;Other;N;Portugal;Village;Gearbox;223434;480;2,1482854;2;minimal;0
*;*;Branch;Private;N;Switzerland;Very Rural;Turbo Charger;160346;479;2,987289985;2;singleton;0
Out of Warranty;Ultima;*;Private;Unknown;Switzerland;*;Turbo Charger;243375;477;1,959938367;2;minimal;0
Out of Warranty;Opal;Branch;*;*;Belgium;Suburban;Turbo Charger;217090;477;2,197245382;2;maximal;0
Out of Warranty;Eleganz;Dodgy Dealer;*;*;Portugal;Suburban;Gearbox;249240;476;1,90980581;2;maximal;0
Out of Warranty;*;Dodgy Dealer;*;N;Portugal;Suburban;Gearbox;254116;476;1,873160289;2;maximal;0
Out of Warranty;*;Branch;*;N;Switzerland;Very Rural;Turbo Charger;175092;475;2,712859525;2;singleton;0
*;Opal;Re-Import;Private;N;Portugal;*;Turbo Charger;217063;474;2,18369782;2;minimal;0
Out of Warranty;Ultima;Branch;Private;*;Switzerland;*;Turbo Charger;239532;473;1,974683967;2;singleton;0
*;Lamura;Branch;Private;N;Germany;*;Turbo Charger;200471;473;2,359443511;2;minimal;0
*;Opal;Branch;Private;*;Belgium;Suburban;Turbo Charger;188024;473;2,515636302;2;maximal;0
*;Ultima;*;Private;Unknown;Spain;Suburban;Turbo Charger;190225;472;2,481272178;2;minimal;0
Out of Warranty;Ultima;Branch;*;*;Holland;Suburban;Turbo Charger;191745;471;2,45638739;2;singleton;0
Out of Warranty;Opal;*;Private;*;Belgium;Urban;Turbo Charger;154827;471;3,042105059;2;maximal;0
Out of Warranty;*;*;Private;Unknown;Holland;Suburban;Turbo Charger;187548;471;2,511357093;2;maximal;0
Out of Warranty;*;Dodgy Dealer;Other;*;Holland;Suburban;Gearbox;200037;470;2,34956533;2;minimal;0
*;Ultima;Branch;Private;*;Spain;Suburban;Turbo Charger;188356;470;2,495274905;2;singleton;0
*;Lamura;Branch;*;N;Belgium;Suburban;Turbo Charger;229178;469;2,046444249;2;minimal;0
*;*;Re-Import;Private;N;Germany;Urban;Turbo Charger;144565;469;3,244215405;2;singleton;0
Out of Warranty;Opal;Re-Import;*;N;Switzerland;*;Turbo Charger;241822;468;1,935307788;2;minimal;0
*;Opal;Franchise;Private;N;*;Suburban;Turbo Charger;236328;468;1,980298568;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;United Kingdom;*;Gearbox;266547;465;1,744532859;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;United Kingdom;*;Gearbox;266547;465;1,744532859;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;United Kingdom;*;Gearbox;266547;465;1,744532859;2;redundant;0
Out of Warranty;Opal;Re-Import;*;N;Portugal;*;Turbo Charger;265295;464;1,7489964;2;minimal;0
Out of Warranty;Opal;Franchise;*;N;*;Suburban;Turbo Charger;242567;461;1,90050584;2;minimal;0
Out of Warranty;*;Franchise;Other;*;Belgium;Urban;Gearbox;146196;461;3,153301048;2;minimal;0
*;Lamura;Branch;*;N;Germany;Urban;Turbo Charger;220907;461;2,086851028;2;minimal;0
Out of Warranty;Eleganz;*;Other;N;*;Very Rural;Gearbox;179629;458;2,549699659;2;minimal;0
Out of Warranty;Lamura;*;Private;*;Holland;Suburban;Turbo Charger;226786;458;2,019525015;2;maximal;0
*;Ultima;Branch;*;Unknown;Spain;Suburban;Turbo Charger;184074;458;2,488129774;2;minimal;0
Out of Warranty;*;Re-Import;Private;N;Germany;*;Turbo Charger;185715;457;2,460759766;2;singleton;0
Out of Warranty;Eleganz;Dodgy Dealer;*;*;Austria;Suburban;Gearbox;220225;457;2,075150414;2;maximal;0
Out of Warranty;*;Dodgy Dealer;*;N;Austria;Suburban;Gearbox;225265;457;2,028721728;2;maximal;0
*;Hopper;Dodgy Dealer;Other;Unknown;*;Suburban;Gearbox;182673;456;2,496263816;2;minimal;0
*;Eleganz;Dodgy Dealer;Other;*;Spain;Suburban;Gearbox;177626;455;2,561561934;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;Spain;Suburban;Gearbox;177626;455;2,561561934;2;redundant;0
*;*;Dodgy Dealer;Other;N;Spain;Suburban;Gearbox;177626;455;2,561561934;2;redundant;0
Out of Warranty;Opal;Re-Import;*;N;Holland;*;Turbo Charger;212316;454;2,138322124;2;minimal;0
Out of Warranty;Ultima;Branch;*;Unknown;Switzerland;*;Turbo Charger;233160;454;1,947160748;2;minimal;0
Out of Warranty;Opal;*;*;N;United Kingdom;Super Rural;Turbo Charger;148184;454;3,06375857;2;minimal;0
Out of Warranty;Opal;Re-Import;Private;*;Spain;*;Turbo Charger;185897;453;2,4368333;2;maximal;0
Out of Warranty;Eleganz;Dodgy Dealer;*;*;Belgium;Suburban;Gearbox;190206;452;2,376370882;2;maximal;0
Out of Warranty;*;Branch;*;Unknown;Holland;Suburban;Turbo Charger;182620;452;2,475084876;2;maximal;0
Out of Warranty;*;Dodgy Dealer;*;N;Belgium;Suburban;Gearbox;193763;452;2,332746706;2;maximal;0
Out of Warranty;*;Branch;Private;*;Switzerland;Very Rural;Turbo Charger;159301;451;2,831118449;2;singleton;0
*;Eleganz;Franchise;Other;*;United Kingdom;Suburban;Gearbox;198264;450;2,269701005;2;redundant;0
*;Eleganz;Franchise;*;N;United Kingdom;Suburban;Gearbox;198264;450;2,269701005;2;redundant;0
*;Lamura;Branch;*;N;Holland;Suburban;Turbo Charger;234102;450;1,922239024;2;minimal;0
*;*;Franchise;Other;N;United Kingdom;Suburban;Gearbox;198264;450;2,269701005;2;redundant;0
Out of Warranty;Opal;*;Private;*;Switzerland;Very Rural;Turbo Charger;160396;449;2,799321679;2;maximal;0
Out of Warranty;*;*;Private;N;Portugal;Village;Turbo Charger;236130;449;1,901494939;2;singleton;0
*;Opal;*;Private;N;United Kingdom;Super Rural;Turbo Charger;140613;449;3,193161372;2;minimal;0
Out of Warranty;Ultima;*;*;Unknown;Spain;Suburban;Turbo Charger;191877;448;2,334829083;2;minimal;0
Out of Warranty;Ultima;*;Private;*;Spain;Suburban;Turbo Charger;192831;447;2,318092008;2;singleton;0
Out of Warranty;*;Re-Import;*;N;Belgium;Suburban;Turbo Charger;217996;447;2,050496339;2;singleton;0
*;Opal;Re-Import;Private;N;Austria;*;Turbo Charger;205277;446;2,172673997;2;minimal;0
Out of Warranty;*;Re-Import;Private;N;*;Rural;Turbo Charger;221574;446;2,012871546;2;singleton;0
Out of Warranty;Lamura;*;Private;*;Germany;Urban;Turbo Charger;191740;446;2,326066548;2;maximal;0
Out of Warranty;Opal;Franchise;Private;*;*;Suburban;Turbo Charger;233744;445;1,903792183;2;maximal;0
In Warranty;Opal;*;Private;N;*;Urban;Turbo Charger;27300;445;16,3003663;2;minimal;0
Out of Warranty;*;Branch;Private;Unknown;Switzerland;*;Turbo Charger;224860;444;1,97456195;2;maximal;0
Out of Warranty;Opal;Re-Import;Private;*;*;Very Rural;Turbo Charger;173165;443;2,558253689;2;maximal;0
*;*;Branch;Private;Unknown;Spain;Suburban;Turbo Charger;176460;443;2,510483962;2;maximal;0
In Warranty;Eleganz;*;Other;N;Belgium;*;Gearbox;27680;442;15,96820809;2;minimal;1
Out of Warranty;Eleganz;Franchise;*;*;Belgium;Urban;Gearbox;135045;441;3,265578141;2;maximal;0
Out of Warranty;*;Franchise;*;N;Belgium;Urban;Gearbox;151767;441;2,905770029;2;maximal;0
Out of Warranty;*;Branch;*;N;United Kingdom;Super Rural;Turbo Charger;151083;440;2,912306481;2;minimal;0
*;Opal;Branch;Private;*;France;Suburban;Turbo Charger;191666;440;2,295660159;2;maximal;0
*;*;Branch;Private;N;Spain;Village;Turbo Charger;156864;440;2,80497756;2;singleton;0
Out of Warranty;Opal;Re-Import;*;N;Austria;*;Turbo Charger;252257;437;1,732360252;2;minimal;0
*;Opal;Branch;Private;*;Holland;Suburban;Turbo Charger;165026;437;2,648067577;2;maximal;0
Out of Warranty;Eleganz;*;Other;*;Switzerland;Village;Gearbox;187633;436;2,323685066;2;redundant;0
Out of Warranty;Eleganz;*;*;N;Switzerland;Village;Gearbox;187633;436;2,323685066;2;redundant;0
Out of Warranty;*;*;Other;N;Switzerland;Village;Gearbox;188277;436;2,31573692;2;maximal;0
Out of Warranty;Lamura;Branch;*;*;Belgium;Suburban;Turbo Charger;226282;435;1,922380039;2;maximal;0
