"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"3799","TurboCharger","{DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private}=>{FAULT_TYPE=TurboCharger}",0.0009284183,0.002397363,1.668708,2268,3.367332e-05,0.01404598,22741,"*","*","VWDealer","Private","*","*","*",FALSE,9485839,0.002397363,5,59239,165705,112472,1.405209514,9.21133452811194e-07,1.70605377782832,6.22151214833393e-07,81.5739605370713,0.65401032648554,5208,2,-2.60495667536896e-07,-3.7934637743884e-07,-9.88046541811191,0.014045849543853,-0.185754038164466,0.0718030602791484,5430,1,";12;13;1",0,0,FALSE
"3800","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",7.128175e-05,0.001964767,1.367595,9224,0.000205097,0.1043875,1746,"Lamura","*","*","*","N","*","NormalUrban",FALSE,888655,0.001964767,4,49458.5,162750.5,106104.5,1.405209514,3.98862368276805e-08,1.39820217585006,1.17870702821634e-08,14.0814090957868,0.278908414280392,5214,3,-1.06185192596538e-07,-2.66349494161565e-08,-8.58165783947609,0.104387441360731,-0.0834457207869066,0.313538959072501,5436,1,";10;14;16;1",0,0,FALSE
"3801","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",4.801108e-05,0.002515497,1.750937,2196,0.0006139731,0.2440762,1176,"*","*","Re-Import","*","*","Belgium","*",FALSE,467502,0.002515497,5,61539,163495,112517,1.405209514,5.33061013133449e-08,1.79012238028442,2.39859882335669e-08,20.2657178881948,0.437221999571135,5219,2,-1.21092456241634e-07,-3.18520007411963e-08,-7.92244291114765,0.244076220325447,0.122884755148266,0.280082623831394,5441,1,";12;15;1",0,0,FALSE
"3802","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",6.140192e-05,0.002375623,1.653576,9045,0.0005646738,0.237695,1504,"Lamura","*","*","*","N","Belgium","*",FALSE,633097,0.002375623,4,58795.5,163698.5,111247,1.405209514,5.95852512342931e-08,1.69058277526009,2.49856534099653e-08,20.6123145996342,0.405737025166549,5220,3,-8.64861781899255e-08,-1.34363662883546e-08,-2.0507523356287,0.237694701558286,0.111810470453681,0.432260085038746,5442,1,";10;14;15;1",0,0,FALSE
"3803","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",9.487903e-05,0.002905912,2.022689,9046,0.0004858094,0.1671797,2324,"Opal","*","*","*","N","Belgium","*",FALSE,799749,0.002905912,4,68219.5,165122.5,116671,1.405209514,1.42385196190269e-07,2.06795639443699,7.60139961899097e-08,35.8266553639077,0.522674003374466,5221,3,-6.24967705248432e-07,-3.92000680475964e-07,-39.1210781198533,0.167179873306556,0.000739504345701913,0.535864816277988,5443,1,";10;14;15;1",0,0,FALSE
"3804","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",0.0001497897,0.002790248,1.942179,2198,0.0005650224,0.202499,3669,"*","*","VWDealer","*","*","Belgium","*",FALSE,1314937,0.002790248,5,66242,165414,115828,1.405209514,2.07464499306394e-07,1.98564553698289,1.08824392391168e-07,42.3983665713487,0.512634431683884,5222,2,-6.33395780347726e-07,-4.65867997532152e-07,-31.1467405219438,0.202499204371798,0.0539172665416114,0.350971669901743,5444,1,";12;15;1",0,0,FALSE
"3805","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",0.0001762039,0.002940569,2.046812,2200,0.0005768793,0.1961795,4316,"*","*","*","Private","*","Belgium","*",FALSE,1467743,0.002940569,5,68797,165516,117156.5,1.405209514,2.70536329335195e-07,2.09261962056428,1.50258925430176e-07,49.6557901096885,0.544034913920575,5223,2,-9.11092791012894e-07,-8.51238666842056e-07,-41.7986358454948,0.196179378888916,0.0440586735295212,0.384149802300167,5445,1,";13;15;1",0,0,FALSE
"3807","TurboCharger","{DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-06,0.003385928,2.356809,41181,0.0002158536,0.0637502,100,"*","*","Re-Import","Private","N","UnitedKingdom","SuperRural",FALSE,29534,0.003385928,2,74428.5,154702.5,114565.5,1.405209514,8.08643177298145e-09,2.4095538539031,4.73615470175797e-09,9.08696177844119,0.576392404879612,5232,5,-1.17354268857511e-06,-9.96761437570474e-07,-82.3674641767421,0.0637503219206078,-0.131903201816783,0.621437018152778,5454,1,";12;13;14;15;16;1",0,0,FALSE
"3808","TurboCharger","{AGE=InWarranty,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",1.163534e-05,0.009926163,6.909204,21921,0.0001552013,0.01563557,285,"*","InWarranty","Re-Import","Corporate","N","*","*",FALSE,28712,0.009926163,3,112470,164823,138646.5,1.405209514,9.91441909337952e-08,7.06383133696887,8.52085828262069e-08,38.5438176884264,0.856269235560302,5236,4,-6.50248478928778e-07,-4.94838427030096e-07,-60.4667670287191,0.0156355481972239,-0.184114415891553,0.864123125924892,5459,1,";11;12;13;14;1",0,0,FALSE
"3811","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.833076e-05,0.00319382,2.22309,41188,8.751143e-06,0.002740024,449,"Opal","*","*","Private","N","UnitedKingdom","SuperRural",FALSE,140584,0.00319382,2,72048.5,162249.5,117149,1.405209514,3.27865895523494e-08,2.27284256773115,1.84672133144652e-08,17.9026999011977,0.553351587360602,5253,5,-1.14884253079574e-06,-9.83030378957767e-07,-73.5517260539856,0.00273997908460714,-0.197251175763963,0.598666487153315,5476,1,";10;13;14;15;16;1",0,0,FALSE
"3829","TurboCharger","{MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",6.368816e-06,0.003381234,2.353541,41288,4.201437e-05,0.01242575,156,"Opal","*","VWDealer","*","N","Switzerland","SuperRural",FALSE,46137,0.003381234,2,74403.5,157921.5,116162.5,1.405209514,1.25849363628286e-08,2.40621342676164,7.3686330228627e-09,11.3305713225071,0.576193696798252,5337,5,-8.28275343291291e-07,-5.67323756900457e-07,-63.6171621612539,0.012425641052941,-0.187414768590535,0.601111310249453,5568,1,";10;12;14;15;16;1",0,0,FALSE
"3830","TurboCharger","{DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",7.266983e-06,0.003331836,2.319157,41291,2.621351e-05,0.007867587,178,"*","*","VWDealer","Private","N","Switzerland","SuperRural",FALSE,53424,0.003331836,2,73741,158676,116208.5,1.405209514,1.40007619211117e-08,2.37105994999689,8.11360482887351e-09,11.8877739554371,0.570052214513293,5338,5,-1.16762835842698e-06,-9.93383987443359e-07,-79.5666519997461,0.00786773418619647,-0.192067038082811,0.595197362655305,5569,1,";12;13;14;15;16;1",0,0,FALSE
"3831","TurboCharger","{DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",7.961021e-06,0.003253308,2.264497,22032,1.487817e-05,0.004573244,195,"*","*","VWDealer","*","N","Switzerland","SuperRural",FALSE,59939,0.003253308,3,72708,158977,115842.5,1.405209514,1.47127508571142e-08,2.31517646841096,8.37833833700732e-09,12.0785463160003,0.559770584421519,5339,4,-8.26147528797006e-07,-5.66314051586313e-07,-61.4665607772922,0.00457349872806379,-0.195403023651149,0.585426279958737,5570,1,";12;14;15;16;1",0,0,FALSE
"3832","TurboCharger","{CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",9.59405e-06,0.003305622,2.300911,22033,1.040765e-06,0.0003148469,235,"*","*","*","Private","N","Switzerland","SuperRural",FALSE,71091,0.003305622,3,73414,160043,116728.5,1.405209514,1.82326524113083e-08,2.35240508057078,1.05125194386946e-08,13.5266420607536,0.567035283650019,5340,4,-1.16339646793678e-06,-9.90985072833538e-07,-77.9277838944297,0.000314615524703035,-0.199682484086641,0.591987226609697,5571,1,";13;14;15;16;1",0,0,FALSE
"3833","TurboCharger","{MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.122708e-05,0.003893034,2.709784,41307,9.954729e-05,0.02557062,275,"Opal","*","VWDealer","*","N","Austria","SuperRural",FALSE,70639,0.003893034,2,80564.5,161777.5,121171,1.405209514,2.79310045302809e-08,2.77042957737902,1.79007991366429e-08,17.6513050477495,0.632791863172827,5341,5,-8.12929275123839e-07,-5.56791590786677e-07,-57.2964284360115,0.0255708015907388,-0.173756063834644,0.666464767582302,5572,1,";10;12;14;15;16;1",0,0,FALSE
"3834","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.408488e-05,0.003878932,2.699969,41308,8.544603e-05,0.02202823,345,"Opal","*","*","Private","N","Austria","SuperRural",FALSE,88942,0.003878932,2,80453.5,162407.5,121430.5,1.405209514,3.48420843686117e-08,2.7603940632016,2.23009223525957e-08,19.6942403373689,0.631919978381838,5342,5,-1.14678703597948e-06,-9.79196669919637e-07,-71.7601856178143,0.0220282283886389,-0.177473496558788,0.665252187973391,5573,1,";10;13;14;15;16;1",0,0,FALSE
"3835","TurboCharger","{DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.310506e-05,0.003834438,2.668999,22041,9.853581e-05,0.02569759,321,"*","*","VWDealer","Private","*","Austria","SuperRural",FALSE,83715,0.003834438,3,79907,162173,121040,1.405209514,3.18351850627392e-08,2.72873045748536,2.02376922923865e-08,18.763109675923,0.627472173891393,5343,4,-1.14979393528535e-06,-9.81259899979846e-07,-72.6913162792603,0.0256976380893366,-0.173622771363842,0.661367845822517,5574,1,";12;13;15;16;1",0,0,FALSE
"3846","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Spain}=>{FAULT_TYPE=TurboCharger}",1.412571e-05,0.009821175,6.836126,21781,7.70622e-05,0.007846536,346,"*","InWarranty","VWDealer","Private","*","Spain","*",FALSE,35230,0.009821175,3,112173,164999,138586,1.405209514,1.18881487825245e-07,6.98911792309428,1.02018694150658e-07,42.1691724768508,0.854947982077331,5477,4,-1.1174548628102e-06,-9.70382050665705e-07,-93.5733948328579,0.00784651531003157,-0.192087232890847,0.824331915478545,5711,1,";11;12;13;15;1",0,0,FALSE
"3855","TurboCharger","{USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",2.531196e-05,0.00307732,2.141999,8530,2.666103e-05,0.008663716,620,"*","*","*","*","N","UnitedKingdom","SuperRural",FALSE,201474,0.00307732,4,70546,162971,116758.5,1.405209514,4.23243937372126e-08,2.18993678119945,2.31883619077869e-08,20.0359198646952,0.537568064085192,5628,3,-1.21795058658913e-07,-6.81134535515092e-08,-19.221775360541,0.00866370738174785,-0.191260322068042,0.583472956988549,5868,1,";14;15;16;1",0,0,FALSE
"3856","TurboCharger","{COUNTRY=France,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",4.490832e-06,0.003227794,2.246738,2078,0.0001864445,0.0577622,110,"*","*","*","*","*","France","SuperRural",FALSE,34079,0.003227794,5,72312,154881,113596.5,1.405209514,8.18492073243235e-09,2.29701974534169,4.62808119744019e-09,8.9818521454877,0.555683408330158,5629,2,-1.55934531663693e-07,-8.66737342618559e-08,-30.2758430797485,0.057762050490211,-0.138696697488782,0.621290268214142,5869,1,";15;16;1",0,0,FALSE
"3857","TurboCharger","{COUNTRY=Holland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.371745e-05,0.003622329,2.521358,2081,0.0005809793,0.1603883,336,"*","*","*","*","*","Holland","SuperRural",FALSE,92758,0.003622329,5,77518,162038,119778,1.405209514,3.04132256932307e-08,2.5777857066231,1.86857900958993e-08,18.0260096054665,0.605681986236927,5630,2,-1.33706226702895e-07,-7.26160253633968e-08,-21.2316856197697,0.160388247450742,-0.0089730229121936,0.549566590997118,5870,1,";15;16;1",0,0,FALSE
"3858","TurboCharger","{COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.922893e-05,0.003621768,2.520967,2084,0.0005804178,0.1602582,471,"*","*","*","*","*","Austria","SuperRural",FALSE,130047,0.003621768,5,77626,162987,120306.5,1.405209514,4.26220479682e-08,2.57738647789998,2.62243534607252e-08,21.3385141542015,0.60654714552991,5632,2,-1.21497404427925e-07,-6.50774619985709e-08,-17.9191810710348,0.160258194340444,-0.00915748051782428,0.641483386014786,5872,1,";15;16;1",0,0,FALSE
"3859","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",7.67524e-05,0.003131215,2.179513,8577,8.055542e-05,0.02572657,1880,"Opal","*","*","*","N","*","SuperRural",FALSE,600406,0.003131215,4,71735.5,165033.5,118384.5,1.405209514,1.32475063463666e-07,2.22829049248808,7.48585792174663e-08,35.7025712686495,0.554780661491422,5635,3,-6.34877837975034e-07,-3.93156097448408e-07,-39.2451622151115,0.0257267546303912,-0.17359364296345,0.569261133457779,5875,1,";10;14;16;1",0,0,FALSE
"3860","TurboCharger","{USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",9.8635e-05,0.003050659,2.123441,2091,9.309394e-06,0.003051601,2416,"*","*","*","*","N","*","SuperRural",FALSE,791960,0.003050659,5,70576,165242,117909,1.405209514,1.6229891005161e-07,2.17096380974261,9.04649340395071e-08,39.0904787185493,0.54674387494843,5637,2,-1.82054234451544e-09,-8.36881419789014e-10,-0.167216506686898,0.00305147182952925,-0.196938939865564,0.557887000808678,5877,1,";14;16;1",0,0,FALSE
"3861","TurboCharger","{COUNTRY=France,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",8.042672e-06,0.002666558,1.856084,2094,0.0003145116,0.1179466,197,"*","*","*","*","*","France","VeryRural",FALSE,73878,0.002666558,5,63574,156528,110051,1.405209514,1.01446121505946e-08,1.89762307572876,4.81317120615374e-09,9.15224139580191,0.462626705149485,5638,2,-1.56575857956766e-07,-6.77326663034711e-08,-25.0754023120049,0.117946431317076,-0.0662818851682805,0.541582444484613,5878,1,";15;16;1",0,0,FALSE
"3862","TurboCharger","{DEALERSHIP=Re-Import,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.433445e-05,0.002553561,1.777431,2103,0.0002015142,0.07891497,841,"*","*","Re-Import","*","*","*","VeryRural",FALSE,329344,0.002553561,5,62039,162725,112382,1.405209514,3.94280166784927e-08,1.81721015589423,1.79726689947712e-08,17.5927821887412,0.443351549281018,5644,2,-1.34970540876486e-07,-5.45731685148536e-08,-16.6348615190656,0.0789148957083854,-0.114323872562382,0.255344203643461,5884,1,";12;16;1",0,0,FALSE
"3863","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",0.0001312956,0.002804743,1.952269,8651,0.000384641,0.1371395,3216,"Opal","*","*","*","N","*","VeryRural",FALSE,1146629,0.002804743,4,66477.5,165351.5,115914.5,1.405209514,1.83752588764462e-07,1.9959607247578,9.61933546481632e-08,40.0064085832457,0.51173070659315,5645,3,-5.83600312674239e-07,-3.71821322017711e-07,-34.9413249005153,0.137139481228761,-0.0410641066773265,0.519123142476869,5885,1,";10;14;16;1",0,0,FALSE
"3864","TurboCharger","{DEALERSHIP=VWDealer,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",0.0001317447,0.002612319,1.81833,2105,0.000260272,0.09963254,3227,"*","*","VWDealer","*","*","*","VeryRural",FALSE,1235301,0.002612319,5,63373,165228,114300.5,1.405209514,1.59030277100224e-07,1.85902456108762,7.73881065641205e-08,35.8152403932196,0.473947044677925,5646,2,-6.81830002553896e-07,-4.973042833592e-07,-37.7298667000729,0.0996325487048099,-0.0893422261885612,0.14818021841896,5886,1,";12;16;1",0,0,FALSE
"3865","TurboCharger","{CUSTOMER_TYPE=Private,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",0.0001577507,0.002674276,1.861456,2106,0.0003105861,0.1161384,3864,"*","*","*","Private","*","*","VeryRural",FALSE,1444877,0.002674276,5,64439,165397,114918,1.405209514,2.0019612651304e-07,1.90311549513178,1.00957522565594e-07,40.7225181357759,0.491796373192095,5647,2,-9.8143299383505e-07,-9.00540069706639e-07,-50.7319078194074,0.116138349220499,-0.0686011947987502,0.120492050932664,5887,1,";13;16;1",0,0,FALSE
"3866","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",4.164226e-05,0.001962221,1.365824,8686,0.0002025515,0.1032256,1020,"Lamura","*","*","*","N","Germany","*",FALSE,519819,0.001962221,4,49239.5,161121.5,105180.5,1.405209514,2.31952171229984e-08,1.39639034638645,6.7271387488292e-09,10.7207467404866,0.273648411347243,5651,3,-1.2287621230122e-07,-3.16948809494907e-08,-11.9423201947764,0.103225375734945,-0.0848925830331051,0.312648269486465,5891,1,";10;14;15;1",0,0,FALSE
"3867","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",6.895469e-05,0.002889204,2.011059,8687,0.0004691021,0.1623638,1689,"Opal","*","*","*","N","Germany","*",FALSE,584590,0.002889204,4,67899.5,164739.5,116319.5,1.405209514,1.02328379743839e-07,2.05606635253681,5.38444312888554e-08,30.2895477849234,0.515041762095456,5652,3,-6.65024521694861e-07,-4.14170245377019e-07,-44.6581856988376,0.16236375140004,-0.0061643370777853,0.533180765359594,5892,1,";10;14;15;1",0,0,FALSE
"3868","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",0.0001000639,0.002655624,1.848473,2114,0.0004303984,0.1620705,2451,"*","*","VWDealer","*","*","Germany","*",FALSE,922947,0.002655624,5,64122,164973,114547.5,1.405209514,1.25121350085655e-07,1.88984202963488,6.12208531350131e-08,32.0683923725993,0.476985796242566,5653,2,-7.15738929568465e-07,-5.13471536788307e-07,-41.4767147206932,0.162070760017231,-0.00658178518816244,0.357537814088139,5893,1,";12;15;1",0,0,FALSE
"3869","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",0.0001163534,0.003050321,2.123206,2116,0.0006866307,0.2251011,2850,"*","*","*","Private","*","Germany","*",FALSE,934328,0.003050321,5,70570,165372,117971,1.405209514,1.91414314775152e-07,2.17072327621602,1.07328336152429e-07,42.4502085089702,0.549993400170634,5654,2,-9.90214805572937e-07,-8.94169256119803e-07,-49.004217446213,0.225101227051186,0.0904911590577344,0.440669359060899,5894,1,";13;15;1",0,0,FALSE
"3870","TurboCharger","{CUSTOMER_TYPE=Corporate,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.612617e-05,0.001813699,1.262443,2128,0.0001624235,0.08955372,395,"*","*","*","Corporate","*","*","NormalRural",FALSE,217787,0.001813699,5,45258,152932,99095,1.405209514,6.58737089444862e-09,1.29069649894215,1.49694750648353e-09,5.08899085342641,0.20974991587447,5660,2,-2.9065205011383e-08,-4.32684177486616e-09,-4.54106440474827,0.0895539998643656,-0.101637117515136,0.156325829148056,5900,1,";13;16;1",0,0,FALSE
"3871","TurboCharger","{DEALERSHIP=Re-Import,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",2.849637e-05,0.002092345,1.456397,2129,0.0001908208,0.09119949,698,"*","*","Re-Import","*","*","*","NormalRural",FALSE,333597,0.002092345,5,52318,160324,106321,1.405209514,1.95808670491858e-08,1.48899148429762,6.51923265164598e-09,10.5946900771104,0.317701086564806,5661,2,-1.54817690505793e-07,-4.93187563231172e-08,-17.5934707222321,0.0911995870661865,-0.0996483386739484,0.210801755924573,5901,1,";12;16;1",0,0,FALSE
"3872","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",3.71106e-05,0.001971779,1.372476,8765,0.0002121091,0.1075724,909,"Lamura","*","*","*","N","*","NormalRural",FALSE,461005,0.001971779,4,49425.5,160693.5,105059.5,1.405209514,2.10257335671516e-08,1.40319217907032,6.15740656966803e-09,10.269299258794,0.276595729893796,5662,3,-1.25045695857067e-07,-3.22646131286519e-08,-12.3937676764689,0.107572400355212,-0.0794608825817444,0.315980137733488,5902,1,";10;14;16;1",0,0,FALSE
"3873","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",9.169463e-05,0.002513446,1.749509,8766,9.334338e-05,0.03713762,2246,"Opal","*","*","*","N","*","NormalRural",FALSE,893594,0.002513446,4,61576.5,164726.5,113151.5,1.405209514,1.0161933453627e-07,1.78866281145888,4.65028181510074e-08,27.9664523119472,0.444631860099729,5663,3,-6.65733566902431e-07,-4.21511858514867e-07,-46.9812811718138,0.0371378577458994,-0.161429697719791,0.463391694112386,5903,1,";10;14;16;1",0,0,FALSE
"3874","TurboCharger","{DEALERSHIP=VWDealer,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",0.0001119442,0.002417442,1.682684,2131,0.0001922162,0.07951223,2742,"*","*","VWDealer","*","*","*","NormalRural",FALSE,1134257,0.002417442,5,59647,164867,112257,1.405209514,1.13313555859281e-07,1.72034275025553,4.9750505620186e-08,28.7786764431331,0.425410825594701,5664,2,-7.27546723794839e-07,-5.24941884303134e-07,-44.7664306501594,0.0795125591430943,-0.113619052979202,0.316932939859571,5904,1,";12;16;1",0,0,FALSE
"3875","TurboCharger","{CUSTOMER_TYPE=Private,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",0.0001287236,0.002466933,1.717133,2132,0.0001032435,0.04185094,3153,"*","*","*","Private","*","*","NormalRural",FALSE,1278105,0.002466933,5,60664,165082,112873,1.405209514,1.3666886932247e-07,1.75556240932197,6.20579550370443e-08,32.0427294183191,0.440625734727771,5665,2,-1.04496025102562e-06,-9.39439637235188e-07,-59.4116965368642,0.0418507515202076,-0.15632124406324,0.330636462360348,5905,1,";13;16;1",0,0,FALSE
"3876","TurboCharger","{MODEL=Ultima,DEALERSHIP=VWDealer}=>{FAULT_TYPE=TurboCharger}",0.0002429132,0.002494357,1.736222,2169,6.768653e-06,0.002713586,5950,"Ultima","*","VWDealer","*","*","*","*",FALSE,2385384,0.002494357,5,61170,165509,113339.5,1.405209514,2.64568301096215e-07,1.77507836030777,1.2798625038872e-07,44.9056157140681,0.469787049067579,5672,2,-5.76291978557905e-07,-4.467061395346e-07,-28.6394913792244,0.00271332451609769,-0.197279217136941,0.107896343626835,5912,1,";10;12;1",0,0,FALSE
"3877","TurboCharger","{MODEL=Ultima,CUSTOMER_TYPE=Private}=>{FAULT_TYPE=TurboCharger}",0.0002581004,0.002526472,1.758576,2171,3.888295e-05,0.01539022,6322,"Ultima","*","*","Private","*","*","*",FALSE,2502304,0.002526472,5,61829,165551,113690,1.405209514,2.89398296141594e-07,1.79793260352207,1.43050400692163e-07,47.3491447058038,0.480438814256852,5673,2,-8.92230824206495e-07,-8.5844719158007e-07,-44.1052812493795,0.0153902358704153,-0.18436912530099,0.064430557710515,5913,1,";10;13;1",0,0,FALSE
